"","StateFull","Year","Description","Value"
"41661","Massachusetts","2013","Farm proprietors' income",40.8
"41662","Massachusetts","2013","Nonfarm proprietors' income",35889.6
"41663","Massachusetts","2013","Total employment (number of jobs)",4353568
"41664","Massachusetts","2013","Wage and salary employment",3474851
"41665","Massachusetts","2013","Proprietors employment",878717
"41666","Massachusetts","2013","Farm proprietors employment 6/",6620
"41667","Massachusetts","2013","Nonfarm proprietors employment",872097
"41668","Massachusetts","2013","Average earnings per job (dollars)",67368
"41669","Massachusetts","2013","Average wages and salaries",60418
"41670","Massachusetts","2013","Average nonfarm proprietors' income",41153
"41671","Michigan","2013","Place of residence profile",NA
"41672","Michigan","2013","Personal income (millions of dollars)",389319.6
"41673","Michigan","2013","Derivation of personal income",NA
"41674","Michigan","2013","Net earnings by place of residence",240915
"41675","Michigan","2013","Personal current transfer receipts",83383.1
"41676","Michigan","2013","Income maintenance benefits 1/",8993
"41677","Michigan","2013","Unemployment insurance compensation",2059.4
"41678","Michigan","2013","Retirement and other",72330.6
"41679","Michigan","2013","Dividends, interest, and rent",65021.5
"41680","Michigan","2013","Personal dividend income",22667.7
"41681","Michigan","2013","Personal interest income",30492.6
"41682","Michigan","2013","Imputed interest receipts 2/",20266.4
"41683","Michigan","2013","Monetary interest receipts",10226.2
"41684","Michigan","2013","Rental income of persons",11861.2
"41685","Michigan","2013","Imputed rent",8719.3
"41686","Michigan","2013","Monetary rent",3141.9
"41687","Michigan","2013","Population (persons) 3/",9899219
"41688","Michigan","2013","Per capita incomes (dollars)",NA
"41689","Michigan","2013","Per capita personal income 4/",39328
"41690","Michigan","2013","Per capita net earnings 4/",24337
"41691","Michigan","2013","Per capita personal current transfer receipts 4/",8423
"41692","Michigan","2013","Per capita income maintenance benefits 4/",908
"41693","Michigan","2013","Per capita unemployment insurance compensation 4/",208
"41694","Michigan","2013","Per capita retirement and other 4/",7307
"41695","Michigan","2013","Per capita dividends, interest, and rent 4/",6568
"41696","Michigan","2013","Per capita dividends 4/",2290
"41697","Michigan","2013","Per capita interest 4/",3080
"41698","Michigan","2013","Per capita rent 4/",1198
"41699","Michigan","2013","Place of work profile (millions of dollars)",NA
"41700","Michigan","2013","Earnings by place of work",271210.7
"41701","Michigan","2013","Wages and salaries",194929.4
"41702","Michigan","2013","Supplements to wages and salaries",47009.1
"41703","Michigan","2013","Employer contributions for employee pension and insurance funds 5/",31670.9
"41704","Michigan","2013","Employer contributions for government social insurance",15338.2
"41705","Michigan","2013","Proprietors' income",29272.2
"41706","Michigan","2013","Farm proprietors' income",1349.5
"41707","Michigan","2013","Nonfarm proprietors' income",27922.7
"41708","Michigan","2013","Total employment (number of jobs)",5323762
"41709","Michigan","2013","Wage and salary employment",4179314
"41710","Michigan","2013","Proprietors employment",1144448
"41711","Michigan","2013","Farm proprietors employment 6/",45956
"41712","Michigan","2013","Nonfarm proprietors employment",1098492
"41713","Michigan","2013","Average earnings per job (dollars)",50943
"41714","Michigan","2013","Average wages and salaries",46641
"41715","Michigan","2013","Average nonfarm proprietors' income",25419
"41716","Minnesota","2013","Place of residence profile",NA
"41717","Minnesota","2013","Personal income (millions of dollars)",258319.8
"41718","Minnesota","2013","Derivation of personal income",NA
"41719","Minnesota","2013","Net earnings by place of residence",171956
"41720","Minnesota","2013","Personal current transfer receipts",40767
"41721","Minnesota","2013","Income maintenance benefits 1/",3934.6
"41722","Minnesota","2013","Unemployment insurance compensation",1017.6
"41723","Minnesota","2013","Retirement and other",35814.9
"41724","Minnesota","2013","Dividends, interest, and rent",45596.8
"41725","Minnesota","2013","Personal dividend income",16164.1
"41726","Minnesota","2013","Personal interest income",20055.4
"41727","Minnesota","2013","Imputed interest receipts 2/",13217.2
"41728","Minnesota","2013","Monetary interest receipts",6838.2
"41729","Minnesota","2013","Rental income of persons",9377.2
"41730","Minnesota","2013","Imputed rent",6422.7
"41731","Minnesota","2013","Monetary rent",2954.5
"41732","Minnesota","2013","Population (persons) 3/",5416074
"41733","Minnesota","2013","Per capita incomes (dollars)",NA
"41734","Minnesota","2013","Per capita personal income 4/",47695
"41735","Minnesota","2013","Per capita net earnings 4/",31749
"41736","Minnesota","2013","Per capita personal current transfer receipts 4/",7527
"41737","Minnesota","2013","Per capita income maintenance benefits 4/",726
"41738","Minnesota","2013","Per capita unemployment insurance compensation 4/",188
"41739","Minnesota","2013","Per capita retirement and other 4/",6613
"41740","Minnesota","2013","Per capita dividends, interest, and rent 4/",8419
"41741","Minnesota","2013","Per capita dividends 4/",2984
"41742","Minnesota","2013","Per capita interest 4/",3703
"41743","Minnesota","2013","Per capita rent 4/",1731
"41744","Minnesota","2013","Place of work profile (millions of dollars)",NA
"41745","Minnesota","2013","Earnings by place of work",195260.6
"41746","Minnesota","2013","Wages and salaries",139568
"41747","Minnesota","2013","Supplements to wages and salaries",31081
"41748","Minnesota","2013","Employer contributions for employee pension and insurance funds 5/",20148.2
"41749","Minnesota","2013","Employer contributions for government social insurance",10932.8
"41750","Minnesota","2013","Proprietors' income",24611.5
"41751","Minnesota","2013","Farm proprietors' income",5004
"41752","Minnesota","2013","Nonfarm proprietors' income",19607.6
"41753","Minnesota","2013","Total employment (number of jobs)",3556487
"41754","Minnesota","2013","Wage and salary employment",2833384
"41755","Minnesota","2013","Proprietors employment",723103
"41756","Minnesota","2013","Farm proprietors employment 6/",64809
"41757","Minnesota","2013","Nonfarm proprietors employment",658294
"41758","Minnesota","2013","Average earnings per job (dollars)",54903
"41759","Minnesota","2013","Average wages and salaries",49258
"41760","Minnesota","2013","Average nonfarm proprietors' income",29785
"41761","Mississippi","2013","Place of residence profile",NA
"41762","Mississippi","2013","Personal income (millions of dollars)",101137
"41763","Mississippi","2013","Derivation of personal income",NA
"41764","Mississippi","2013","Net earnings by place of residence",60441.6
"41765","Mississippi","2013","Personal current transfer receipts",25467.7
"41766","Mississippi","2013","Income maintenance benefits 1/",3329.2
"41767","Mississippi","2013","Unemployment insurance compensation",330.1
"41768","Mississippi","2013","Retirement and other",21808.4
"41769","Mississippi","2013","Dividends, interest, and rent",15227.7
"41770","Mississippi","2013","Personal dividend income",4730.7
"41771","Mississippi","2013","Personal interest income",7576.4
"41772","Mississippi","2013","Imputed interest receipts 2/",6022.2
"41773","Mississippi","2013","Monetary interest receipts",1554.2
"41774","Mississippi","2013","Rental income of persons",2920.6
"41775","Mississippi","2013","Imputed rent",2119
"41776","Mississippi","2013","Monetary rent",801.6
"41777","Mississippi","2013","Population (persons) 3/",2987721
"41778","Mississippi","2013","Per capita incomes (dollars)",NA
"41779","Mississippi","2013","Per capita personal income 4/",33851
"41780","Mississippi","2013","Per capita net earnings 4/",20230
"41781","Mississippi","2013","Per capita personal current transfer receipts 4/",8524
"41782","Mississippi","2013","Per capita income maintenance benefits 4/",1114
"41783","Mississippi","2013","Per capita unemployment insurance compensation 4/",110
"41784","Mississippi","2013","Per capita retirement and other 4/",7299
"41785","Mississippi","2013","Per capita dividends, interest, and rent 4/",5097
"41786","Mississippi","2013","Per capita dividends 4/",1583
"41787","Mississippi","2013","Per capita interest 4/",2536
"41788","Mississippi","2013","Per capita rent 4/",978
"41789","Mississippi","2013","Place of work profile (millions of dollars)",NA
"41790","Mississippi","2013","Earnings by place of work",65003.1
"41791","Mississippi","2013","Wages and salaries",44177.2
"41792","Mississippi","2013","Supplements to wages and salaries",10767.9
"41793","Mississippi","2013","Employer contributions for employee pension and insurance funds 5/",7379.3
"41794","Mississippi","2013","Employer contributions for government social insurance",3388.6
"41795","Mississippi","2013","Proprietors' income",10058
"41796","Mississippi","2013","Farm proprietors' income",2092.1
"41797","Mississippi","2013","Nonfarm proprietors' income",7965.9
"41798","Mississippi","2013","Total employment (number of jobs)",1532583
"41799","Mississippi","2013","Wage and salary employment",1179070
"41800","Mississippi","2013","Proprietors employment",353513
"41801","Mississippi","2013","Farm proprietors employment 6/",32105
"41802","Mississippi","2013","Nonfarm proprietors employment",321408
"41803","Mississippi","2013","Average earnings per job (dollars)",42414
"41804","Mississippi","2013","Average wages and salaries",37468
"41805","Mississippi","2013","Average nonfarm proprietors' income",24784
"41806","Missouri","2013","Place of residence profile",NA
"41807","Missouri","2013","Personal income (millions of dollars)",242564.5
"41808","Missouri","2013","Derivation of personal income",NA
"41809","Missouri","2013","Net earnings by place of residence",153775.6
"41810","Missouri","2013","Personal current transfer receipts",47843.8
"41811","Missouri","2013","Income maintenance benefits 1/",4435.9
"41812","Missouri","2013","Unemployment insurance compensation",781.5
"41813","Missouri","2013","Retirement and other",42626.4
"41814","Missouri","2013","Dividends, interest, and rent",40945.1
"41815","Missouri","2013","Personal dividend income",13427.9
"41816","Missouri","2013","Personal interest income",20059.5
"41817","Missouri","2013","Imputed interest receipts 2/",13639.1
"41818","Missouri","2013","Monetary interest receipts",6420.4
"41819","Missouri","2013","Rental income of persons",7457.7
"41820","Missouri","2013","Imputed rent",5529.5
"41821","Missouri","2013","Monetary rent",1928.1
"41822","Missouri","2013","Population (persons) 3/",6041142
"41823","Missouri","2013","Per capita incomes (dollars)",NA
"41824","Missouri","2013","Per capita personal income 4/",40152
"41825","Missouri","2013","Per capita net earnings 4/",25455
"41826","Missouri","2013","Per capita personal current transfer receipts 4/",7920
"41827","Missouri","2013","Per capita income maintenance benefits 4/",734
"41828","Missouri","2013","Per capita unemployment insurance compensation 4/",129
"41829","Missouri","2013","Per capita retirement and other 4/",7056
"41830","Missouri","2013","Per capita dividends, interest, and rent 4/",6778
"41831","Missouri","2013","Per capita dividends 4/",2223
"41832","Missouri","2013","Per capita interest 4/",3320
"41833","Missouri","2013","Per capita rent 4/",1234
"41834","Missouri","2013","Place of work profile (millions of dollars)",NA
"41835","Missouri","2013","Earnings by place of work",177942
"41836","Missouri","2013","Wages and salaries",123769.9
"41837","Missouri","2013","Supplements to wages and salaries",31089.6
"41838","Missouri","2013","Employer contributions for employee pension and insurance funds 5/",22011.6
"41839","Missouri","2013","Employer contributions for government social insurance",9078
"41840","Missouri","2013","Proprietors' income",23082.6
"41841","Missouri","2013","Farm proprietors' income",2563.3
"41842","Missouri","2013","Nonfarm proprietors' income",20519.2
"41843","Missouri","2013","Total employment (number of jobs)",3565922
"41844","Missouri","2013","Wage and salary employment",2808712
"41845","Missouri","2013","Proprietors employment",757210
